Banco;Sector;Entidad Responsable;Bpin;Nombre Proyecto;Estado;Horizonte;Valor Total;Localizaciones
SGR;Cultura;Granada,Antioquia;2024053130024;Elaboración Estudios De Diagnóstico Patológico Y Diseños Para La Restauración Integral Del Inmueble Casa De La Cultura Ramón Eduardo Duque Del Municipio De  Granada;Terminado;2024 - 2024;199801000,00;1
SGR;Transporte;Granada,Antioquia;2024053130023;Estudios  Y Diseños Para Mejoramiento De Vías Rurales En El Municipio De   Granada;Terminado;2024 - 2024;232551510,00;1
Territorio;Tecnologías De La Información Y Las Comunicaciones;Granada,Antioquia;2024053130022;Fortalecimiento Al Uso De Las Tecnologías Y Las Comunicaciones  Granada;En Ejecución;2024 - 2027;4209151,00;1
Territorio;Deporte Y Recreación;Granada,Antioquia;2024053130021;Adecuación De La Placa Multifuncional De La Vereda Tafetanes   Granada;Viable;2024 - 2024;2548128064,00;1
Territorio;Inclusión Social Y Reconciliación;Granada,Antioquia;2024053130019;Prestación De Atención Integral A La Población En Situación Permanente De Desprotección Social En  Granada;En Ejecución;2024 - 2027;60319039,00;1
Territorio;Gobierno Territorial;Granada,Antioquia;2024053130018;Fortalecimiento A La Gestión Pública Del Municipio De  Granada;En Ejecución;2024 - 2027;109970592,19;1
Territorio;Vivienda, Ciudad Y Territorio;Granada,Antioquia;2024053130017;Fortalecimiento De La Gestión Del Sector Vivienda En El Municipio De  Granada;En Ejecución;2024 - 2025;10259920,00;1
Territorio;Gobierno Territorial;Granada,Antioquia;2024053130016;Fortalecimiento Al Proceso De Gestión Del Riesgo De Desastres Y Emergencias En El Municipio De  Granada;En Ejecución;2024 - 2027;52163234,00;1
Territorio;Inclusión Social Y Reconciliación;Granada,Antioquia;2024053130015;Protección Al Desarrollo Integral De La Primera Infancia Niños Niñas Y Jóvenes Del Municipio De  Granada;En Ejecución;2024 - 2027;30743360,00;1
Territorio;Minas Y Energía;Granada,Antioquia;2024053130014;Consolidación Productiva Del Sector De Energía Eléctrica Del Municipio De  Granada;En Ejecución;2024 - 2027;354907469,00;1
Territorio;Transporte;Granada,Antioquia;2024053130013;Mejoramiento  De Las Condiciones De Tránsito Y Movilidad En El Municipio De  Granada;En Ejecución;2024 - 2027;291391963,00;1
Territorio;Salud Y Protección Social;Granada,Antioquia;2024053130012;Implementación Del Plan Territorial De Salud Del Municipio De  Granada;En Ejecución;2024 - 2027;475018642,97;1
Territorio;Vivienda, Ciudad Y Territorio;Granada,Antioquia;2024053130011;Mejoramiento En La Prestación Del Servicio De Agua Potable Y Saneamiento Básico En El Municipio De  Granada;En Ejecución;2024 - 2027;1045860551,00;1
Territorio;Justicia Y Del Derecho;Granada,Antioquia;2024053130010;Mejoramiento De Las Condiciones De Seguridad Y Convivencia Ciudadana En El Municipio De  Granada;En Ejecución;2024 - 2027;89760000,00;1
Territorio;Educación;Granada,Antioquia;2024053130009;Fortalecimiento De La Calidad Y Cobertura De La Educación En El Municipio De  Granada;En Ejecución;2024 - 2027;660754245,00;1
Territorio;Deporte Y Recreación;Granada,Antioquia;2024053130008;Adecuación Y Mantenimiento Del Coliseo Cubierto Del Corregimiento De Santa Ana En El Municipio De  Granada;En Ejecución;2024 - 2024;144828249,00;1
Territorio;Ambiente Y Desarrollo Sostenible;Granada,Antioquia;2024053130007;Fortalecimiento De La Gestión Ambiental En El Municipio De  Granada;En Ejecución;2024 - 2027;146387160,00;1
Territorio;Cultura;Granada,Antioquia;2024053130006;Consolidación De Los Procesos Culturales Y Artísticos Del Municipio De  Granada;En Ejecución;2024 - 2027;290553361,00;1
Territorio;Deporte Y Recreación;Granada,Antioquia;2024053130005;Fortalecimiento Al Proceso De Formación Deportiva La Recreación En El Municipio De  Granada;En Ejecución;2024 - 2027;364671106,00;1
Territorio;Inclusión Social Y Reconciliación;Granada,Antioquia;2024053130004;Asistencia Al Adulto Mayor Del Municipio De Granada  Granada;En Ejecución;2024 - 2027;972520948,70;1
Territorio;Agricultura Y Desarrollo Rural;Granada,Antioquia;2024053130003;Consolidación Del Sector Agropecuario En El Municipio De  Granada;En Ejecución;2024 - 2027;377170376,65;1
Territorio;Gobierno Territorial;Granada,Antioquia;2024053130002;Fortalecimiento Al Sistema De Información Estadística Del Municipio De  Granada;En Ejecución;2024 - 2027;577245601,81;1
Territorio;Inclusión Social Y Reconciliación;Granada,Antioquia;2024053130001;Fortalecimiento De Las Acciones Orientadas Al Goce Efectivo De Los Derechos De La Población Víctima Del Conflicto Armado En El Municipio De   Granada;En Ejecución;2024 - 2027;158235000,00;1
Territorio;Educación;Gómez Plata,Antioquia;2024053100025;Mantenimiento  De La Infraestructura Educativa En El Municipio De  Gómez Plata;Formulación;2024 - 2024;500000000,00;1
Territorio;Educación;Gómez Plata,Antioquia;2024053100024;Servicio De Transporte Escolar Intermunicipal En El Municipio De  Gómez Plata;Formulación;2024 - 2024;400000000,00;1
Territorio;Educación;Gómez Plata,Antioquia;2024053100023;Servicio De Alimentación Escolar A Estudiantes De La Zona Urbana Y Rural Del Municipio De  Gómez Plata;Formulación;2024 - 2024;100000000,00;1
SGR;Deporte Y Recreación;Gómez Plata,Antioquia;2024053100022;Elaboración De Estudios Y Diseños Para La Construcción De Una Piscina Semiolímpica En El Municipio De  Gómez Plata;Terminado;2024 - 2024;125000000,00;1
SGR;Transporte;Gómez Plata,Antioquia;2024053100021;Elaboración De Estudios Y Diseños Para La Construcción De Placas Huellas En La Zona Rural Del Municipio De  Gómez Plata;Terminado;2024 - 2024;207147499,51;1
Territorio;Gobierno Territorial;Gómez Plata,Antioquia;2024053100020;Desarrollo De Estrategias Para La Garantía De Seguridad Justicia Paz Y Derechos Humanos En El Municipio De  Gómez Plata;En Ejecución;2024 - 2025;376569740,00;1
Territorio;Gobierno Territorial;Gómez Plata,Antioquia;2024053100019;Fortalecimiento De Las Capacidades Y Competencias Institucionales De La Administración Municipal En El Municipio De  Gómez Plata;En Ejecución;2024 - 2025;474275436,00;1
Territorio;Salud Y Protección Social;Gómez Plata,Antioquia;2024053100018;Implementación Del Plan Territorial De Salud En El Componente De Aseguramiento El Cuidado Y Prestación Integral De Servicios De Salud En El Territorio En  Gómez Plata;En Ejecución;2024 - 2025;5057013410,06;1
Territorio;Salud Y Protección Social;Gómez Plata,Antioquia;2024053100017;Implementación Del Plan Territorial De Salud En El Componente De Salud Pública Y Los Acuerdos Sociales Y Comunitarios Para La Transformación De Inequidades En  Gómez Plata;En Ejecución;2024 - 2025;0,00;1
Territorio;Inclusión Social Y Reconciliación;Gómez Plata,Antioquia;2024053100016;Desarrollo De Estrategias Para La Atención Integral En La Implementación De Las Políticas Públicas De Discapacidad Envejecimiento Y Vejez Del Municipio De  Gómez Plata;En Ejecución;2024 - 2025;808045341,00;1
Territorio;Salud Y Protección Social;Gómez Plata,Antioquia;2024053100015;Implementación Del Plan Territorial De Salud En El Componente De Fortalecimiento De La Autoridad Sanitaria La Salud Pública La Inspección Vigilancia Y Control En Salud En  Gómez Plata;En Ejecución;2024 - 2025;110902311,00;1
Territorio;Inclusión Social Y Reconciliación;Gómez Plata,Antioquia;2024053100014;Implementación De Las Políticas Públicas Atención Integral E Inclusión Social De Las Poblaciones Vulnerables En  Gómez Plata;En Ejecución;2024 - 2025;330008918,00;1
Territorio;Ambiente Y Desarrollo Sostenible;Gómez Plata,Antioquia;2024053100013;Desarrollo De Los Procesos De Gestión Integral Y Eficiente De Los Residuos Sólidos En El Municipio De  Gómez Plata;En Ejecución;2024 - 2025;241489489,00;1
Territorio;Agricultura Y Desarrollo Rural;Gómez Plata,Antioquia;2024053100012;Fortalecimiento De Los Procesos De Desarrollo Comunitario La Seguridad Y El Buen Gobierno Territorial Del Municipio De  Gómez Plata;En Ejecución;2025 - 2025;0,00;1
Territorio;Minas Y Energía;Gómez Plata,Antioquia;2024053100011;Optimización Del Sistema De Alumbrado Público En El Municipio De  Gómez Plata;En Ejecución;2024 - 2025;111440131,00;1
Territorio;Vivienda, Ciudad Y Territorio;Gómez Plata,Antioquia;2024053100010;Optimización Del Sistema De Agua Potable Y Saneamiento Básico En El Municipio De  Gómez Plata;En Ejecución;2024 - 2025;899316941,00;1
Territorio;Gobierno Territorial;Gómez Plata,Antioquia;2024053100009;Fortalecimiento De La Gestión De Riesgo Y Desastres En El Municipio De  Gómez Plata;En Ejecución;2024 - 2025;168623477,00;1
Territorio;Gobierno Territorial;Gómez Plata,Antioquia;2024053100008;Adecuación  Y Mantenimiento De Las Edificaciones E Infraestructura Municipal De  Gómez Plata;En Ejecución;2024 - 2025;193129729,00;1
Territorio;Transporte;Gómez Plata,Antioquia;2024053100007;Rehabilitación Y Mantenimiento De Vías Rurales Y Urbanas En El Municipio De  Gómez Plata;En Ejecución;2024 - 2025;400260520,00;1
Territorio;Vivienda, Ciudad Y Territorio;Gómez Plata,Antioquia;2024053100006;Implementación De Soluciones Habitacionales Para Las Familias En El Municipio De  Gómez Plata;En Ejecución;2024 - 2025;273650000,00;1
Territorio;Agricultura Y Desarrollo Rural;Gómez Plata,Antioquia;2024053100005;Implementación De Los Programas De Sostenibilidad Ambiental En El Municipio De  Gómez Plata;En Ejecución;2025 - 2025;0,00;1
Territorio;Agricultura Y Desarrollo Rural;Gómez Plata,Antioquia;2024053100004;Consolidación Del Programa De Desarrollo Económico Agropecuario Y Campesino En El Municipio De  Gómez Plata;En Ejecución;2024 - 2025;686774486,00;1
Territorio;Cultura;Gómez Plata,Antioquia;2024053100003;Fortalecimiento De Los Procesos Culturales Del Municipio De  Gómez Plata;En Ejecución;2024 - 2025;930236015,00;1
Territorio;Deporte Y Recreación;Gómez Plata,Antioquia;2024053100002;Fortalecimiento De La Actividad Física El Deporte Y La Recreación Del Municipio De  Gómez Plata;En Ejecución;2024 - 2025;297331659,00;1
Territorio;Educación;Gómez Plata,Antioquia;2024053100001;Mantenimiento Y Mejoramiento De La Calidad Educativa En El Municipio De  Gómez Plata;En Ejecución;2025 - 2025;0,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080136;Fortalecimiento De Bienes Muebles E Inmuebles  Girardota;En Ejecución;2024 - 2026;194124800,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080135;Actualización Atencion A La Ciudadanía Moderna Eficiente Y De Calidad.  Girardota;En Ejecución;2024 - 2028;72476160,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080134;Fortalecimiento Del Archivo Municipal  Girardota;En Ejecución;2024 - 2027;44258298,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080133;Fortalecimiento  A La Capacidad Estadistica Territorial Del Municipio De   Girardota;Viable;2024 - 2026;270000000,00;1
Territorio;Ambiente Y Desarrollo Sostenible;Girardota,Antioquia;2024053080132;Instalación  De Estufas Ecoeficientes Fijas Para Familias Rurales En El Municipio De  Girardota;Viable;2025 - 2026;810400000,00;1
Territorio;Educación;Girardota,Antioquia;2024053080131;Adecuación  Conexión Y Dotación De Las Necesidades Educativas Del Municipio De   Girardota;En Ejecución;2024 - 2028;0,00;1
Territorio;Inclusión Social Y Reconciliación;Girardota,Antioquia;2024053080130;Construcción Centros De Día Para El Adulto Mayor En El Municipio De  Girardota;Viable;2024 - 2028;1924399555,00;1
Territorio;Comercio, Industria Y Turismo;Girardota,Antioquia;2024053080129;Fortalecimiento Ecosistema Empresarial  Girardota;En Ejecución;2024 - 2028;470325194,79;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080128;Asistencia Técnica Para Aprender A Participar: Diálogo De Saberes Para La Promoción De Una Cultura Política Democrática En  Girardota;En Ejecución;2024 - 2028;60000000,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080127;Fortalecimiento A Las Instancias De Participación: Del Formalismo A La Incidencia Efectiva En La Planeación Sectorial En  Girardota;En Ejecución;2024 - 2028;20000000,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080126;Fortalecimiento De La Transparencia La Rendición De Cuentas Y El Control Social Para El Mejoramiento Continuo De La Gestión Pública En  Girardota;En Ejecución;2024 - 2028;20000000,00;1
Territorio;Ambiente Y Desarrollo Sostenible;Girardota,Antioquia;2024053080125;Revisión Y Monitoreo Ambiental  Girardota;En Ejecución;2024 - 2028;42600000,00;1
Territorio;Ambiente Y Desarrollo Sostenible;Girardota,Antioquia;2024053080124;Control Y Seguimiento De Especies Invasoras Del Municipio  Girardota;En Ejecución;2024 - 2028;700000,00;1
Territorio;Justicia Y Del Derecho;Girardota,Antioquia;2024053080123;Fortalecimiento En La Atención Integral A La Población Privada De La Libertad  Girardota;En Ejecución;2024 - 2028;620000000,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080122;Ampliación  Mantenimiento A Salones Comunales En El Municipio De   Girardota;En Ejecución;2024 - 2027;300000000,00;1
Territorio;Inclusión Social Y Reconciliación;Girardota,Antioquia;2024053080121;Protección Integral En Centro De Larga Estancia De   Girardota;En Ejecución;2024 - 2028;1373117624,00;1
Territorio;Trabajo;Girardota,Antioquia;2024053080120;Consolidación Integral Para El Desarrollo Laboral  Girardota;En Ejecución;2024 - 2028;62386540,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080119;Fortalecimiento Infraestructura Para El Acceso A La Justicia  Girardota;Viable;2024 - 2028;1001238680,16;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080118;Adecuación Para El Acceso A La Justicia  Girardota;En Ejecución;2024 - 2028;90500000,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080117;Protección Y Acompañamiento Integral A Víctimas De Violencias En El Contexto Sociofamiliar  Girardota;Viable;2024 - 2027;1000000000,00;1
Territorio;Tecnologías De La Información Y Las Comunicaciones;Girardota,Antioquia;2024053080116;Fortalecimiento A Los Ejercicios De Participacion Ciudadana  Girardota;En Ejecución;2024 - 2028;90138200,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080115;Consolidación Observatorio Territorial  Girardota;En Ejecución;2024 - 2028;40000000,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080114;Fortalecimiento De La Fiscalización  Y Cobro Coactivo   Girardota;En Ejecución;2024 - 2028;236267970,00;1
Territorio;Deporte Y Recreación;Girardota,Antioquia;2024053080113;Mantenimiento Y Adecuacion Del Coliseo Municipal De  Girardota;Viable;2024 - 2027;350000000,00;1
Territorio;Vivienda, Ciudad Y Territorio;Girardota,Antioquia;2024053080112;Mantenimiento Y Adecuación Del Espacio Público Municipal Y La Plaza De Intercambio Comercial Del Municipio De  Girardota;Viable;2024 - 2027;650000000,00;1
Territorio;Transporte;Girardota,Antioquia;2024053080111;Construcción  Mejoramiento E Instalación De Obras Y Estructuras Accesorias Para La Fase Ii De La Segunda Entrada Al Municipio De  Girardota;Viable;2024 - 2025;6360000000,00;1
Territorio;Organismos De Control;Girardota,Antioquia;2024053080110;Fortalecimiento Del Control Y La Vigilancia De La Gestión Fiscal Y Resarcimiento Al Daño Del Patrimonio Público  Girardota;Viable;2024 - 2027;172500000,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080109;Fortalecimiento  A La Gestión Y Dirección De La Administración Pública Territorial  Girardota;Viable;2024 - 2027;172500000,00;1
Territorio;Vivienda, Ciudad Y Territorio;Girardota,Antioquia;2024053080108;Construcción  Adecuación De Parque De La Familia Enka En El Municipio De  Girardota;Viable;2024 - 2028;11102214377,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080107;Fortalecimiento Al Cuerpo De Bomberos  Girardota;En Ejecución;2024 - 2028;876269340,00;1
Territorio;Minas Y Energía;Girardota,Antioquia;2024053080106;Levantamiento De Información Alumbrado Público Y Energías Alternativas En El Municipio De  Girardota;Viable;2024 - 2027;200000000,00;1
Territorio;Deporte Y Recreación;Girardota,Antioquia;2024053080105;Fortalecimiento A La Participación De Deportistas Del Municipio De  Girardota;En Ejecución;2024 - 2028;1077554681,00;1
Territorio;Educación;Girardota,Antioquia;2024053080104;Implementación Educacion Gratuidad Ssf   Girardota;En Ejecución;2024 - 2028;1895826278,00;1
Territorio;Educación;Girardota,Antioquia;2024053080103;Mejoramiento De Condiciones De Servicios Públicos En Las Instituciones Educativas Del Municipio De  Girardota;En Ejecución;2024 - 2028;963735998,52;1
Territorio;Deporte Y Recreación;Girardota,Antioquia;2024053080102;Fortalecimiento Del Sector Deporte Mediante El Apoyo A Las Instituciones Públicas Y Privadas Que Promueven El Mismo Por Medio De La Entrega De Dotación De Implementos Deportivos Y Estímulos Entregados A Los Deportistas En El Municipio De  Girardota;En Ejecución;2024 - 2028;1390912935,96;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080101;Contribución Al Programa De Apoyo A La Gestión Territorial Por Medio De Aportes Asesoría Y Seguimiento Técnico A La Atención Y Reducción De Riesgo Debido A Efectos Naturales Y Antrópicos En El Municipio De   Girardota;En Ejecución;2024 - 2027;509482248,50;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080100;Asesoria Al Sistema De Seguimiento Y Evaluacion Territorial   Girardota;En Ejecución;2024 - 2028;595000000,00;1
Territorio;Transporte;Girardota,Antioquia;2024053080099;Modernización Vial: Rutas Seguras En  Girardota;Viable;2024 - 2028;1044000000,00;1
Territorio;Tecnologías De La Información Y Las Comunicaciones;Girardota,Antioquia;2024053080098;Fortalecimiento De La Gestión De La Comunicación Institucional Del Municipio De  Girardota;En Ejecución;2024 - 2028;737900250,00;1
Territorio;Tecnologías De La Información Y Las Comunicaciones;Girardota,Antioquia;2024053080097;Fortalecimiento   A Las Tecnologías De La Información Y Comunicación  Girardota;En Ejecución;2024 - 2028;254397500,00;1
Territorio;Información Estadística;Girardota,Antioquia;2024053080096;Estudios E Implementación De La Estratificación Socio-Económica   Girardota;En Ejecución;2024 - 2028;64000000,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080095;Fortalecimiento De Los Sistemas De Gestión Y Desempeño - Modelo De Planeación Y Gestión  Girardota;En Ejecución;2024 - 2028;59372600,00;1
Territorio;Vivienda, Ciudad Y Territorio;Girardota,Antioquia;2024053080094;Mantenimiento  Y Adecuación De Parques Públicos Del Municipio De   Girardota;En Ejecución;2024 - 2028;2245006450,27;1
Territorio;Agricultura Y Desarrollo Rural;Girardota,Antioquia;2024053080093;Generación De Guías De Movilización De Animales En El Municipio De  Girardota;En Ejecución;2024 - 2028;26655400,00;1
Territorio;Vivienda, Ciudad Y Territorio;Girardota,Antioquia;2024053080092;Revisión  Plan De Ordenamiento Territorial Del Municipio De  Girardota;En Ejecución;2024 - 2028;642308647,00;1
Territorio;Tecnologías De La Información Y Las Comunicaciones;Girardota,Antioquia;2024053080091;Formulación E Implementación Del Plan Estratégico De Las Tecnologías De La Información Y Comunicación  Girardota;En Ejecución;2024 - 2028;185265000,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080090;Fortalecimiento De Las Finanzas Y El Presupuesto Público De  Girardota;En Ejecución;2024 - 2028;841173913,98;1
Territorio;Inclusión Social Y Reconciliación;Girardota,Antioquia;2024053080089;Servicio Universo Creativo  Girardota;En Ejecución;2024 - 2028;399244772,80;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080088;Modernización Y Transformación Administrativa  Girardota;En Ejecución;2024 - 2028;190000000,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080087;Fortalecimiento A La Normalización Urbanística  Girardota;En Ejecución;2024 - 2028;349313880,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080086;Fortalecimiento De Los Software Y Los Hardware  Girardota;En Ejecución;2024 - 2028;447132500,00;1
Territorio;Deporte Y Recreación;Girardota,Antioquia;2024053080085;Aprovechamiento Del Tiempo Libre La Practica Del Deporte La Educación Física La Recreación Implementado En El Municipio De   Girardota;En Ejecución;2024 - 2028;1970622845,10;1
Territorio;Salud Y Protección Social;Girardota,Antioquia;2024053080084;Fortalecimiento De La Red Pública Para El Acceso A Los Servicios De Salud En El Municipio De   Girardota;En Ejecución;2024 - 2028;1780450113,95;1
Territorio;Ambiente Y Desarrollo Sostenible;Girardota,Antioquia;2024053080083;Protección Y Gestión Integral Del Recurso Hídrico  Girardota;En Ejecución;2024 - 2028;2511785575,10;1
Territorio;Ambiente Y Desarrollo Sostenible;Girardota,Antioquia;2024053080082;Compromiso Y Gestión Para La Adaptación Y  Mitigación Al Cambio Climático   Girardota;En Ejecución;2024 - 2028;90540167,00;1
Territorio;Ambiente Y Desarrollo Sostenible;Girardota,Antioquia;2024053080081;Control Y Seguimiento Para Un Aire De Calidad   Girardota;En Ejecución;2024 - 2028;235500000,00;1
Territorio;Salud Y Protección Social;Girardota,Antioquia;2024053080080;Prestación De Servicios De Salud En El Municipio De  Girardota;En Ejecución;2024 - 2028;100000000,00;1
Territorio;Cultura;Girardota,Antioquia;2024053080079;Identificación Y Formalización Legal Del Contenedor Material Y Los Contenidos De La Biblioteca Alberto Aguirre De  Girardota;En Ejecución;2024 - 2028;150230526,50;1
Territorio;Minas Y Energía;Girardota,Antioquia;2024053080078;Ampliación De La Cobertura Del Servicio Público Domiciliar De Gas Combustible  Girardota;En Ejecución;2024 - 2028;250000000,00;1
Territorio;Salud Y Protección Social;Girardota,Antioquia;2024053080077;Fortalecimiento Del Aseguramiento En Salud En El Municipio De  Girardota;En Ejecución;2024 - 2028;30281462607,28;1
Territorio;Ambiente Y Desarrollo Sostenible;Girardota,Antioquia;2024053080076;Conservación De La Biodiversidad Restauración De Ecosistemas Y Corredores Verdes  Girardota;En Ejecución;2024 - 2028;571440556,96;1
Territorio;Salud Y Protección Social;Girardota,Antioquia;2024053080075;Fortalecimiento De La Autoridad Sanitaria Y Rectoria Del Sistema De Salud En El Municipio De  Girardota;En Ejecución;2024 - 2028;509731250,83;1
Territorio;Salud Y Protección Social;Girardota,Antioquia;2024053080074;Fortalecimiento De La Gestión Integral De La Respuesta En Salud Frente A Emergencias Desastres Y Cambio Climático En El Municipio De  Girardota;En Ejecución;2024 - 2028;1902820,16;1
Territorio;Trabajo;Girardota,Antioquia;2024053080073;Fortalecimiento Desarrollo Turístico Local   Girardota;En Ejecución;2024 - 2028;50000000,00;1
Territorio;Salud Y Protección Social;Girardota,Antioquia;2024053080072;Fortalecimiento De Los Sistemas De Información En Salud Publica En El Municipio De  Girardota;En Ejecución;2024 - 2028;106994880,00;1
Territorio;Ambiente Y Desarrollo Sostenible;Girardota,Antioquia;2024053080071;Conservación Y Cuidado De La Fauna Silvestre En El Municipio De   Girardota;En Ejecución;2024 - 2028;49841460,00;1
Territorio;Salud Y Protección Social;Girardota,Antioquia;2024053080070;Fortalecimiento Del Territorio Con Entornos Saludables En El Municipio De  Girardota;En Ejecución;2024 - 2028;770547004,94;1
Territorio;Salud Y Protección Social;Girardota,Antioquia;2024053080069;Integración De La Salud Ambiente Y Territorio En El Municipio De  Girardota;En Ejecución;2024 - 2028;288046629,83;1
Territorio;Comercio, Industria Y Turismo;Girardota,Antioquia;2024053080068;Caracterización Turismo Bajo Un Modelo Sostenible Y Competitivo  Girardota;En Ejecución;2024 - 2028;627093778,19;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080067;Fortalecimiento De La Fiscalización Y Cobro Coactivo En El Municipio De  Girardota;En Ejecución;2024 - 2027;734454479,00;1
Territorio;Educación;Girardota,Antioquia;2024053080066;Implementación De La Formación Que Coadyuden A Fortalecer La Calidad Educativa Programas Realizados Entidades Y Organizaciones Asistidas Técnicamente Establecimientos Educativos Oficiales Con Acompañamiento En El Marco De Las Estrategias De Calidad Educativa  Girardota;En Ejecución;2024 - 2028;1218923454,00;1
Territorio;Transporte;Girardota,Antioquia;2024053080065;Modernización Vial: Rutas Seguras  Girardota;En Ejecución;2025 - 2027;170731182,94;1
Territorio;Educación;Girardota,Antioquia;2024053080064;Implementación De Acciones De Apoyo Para El Acceso A La Educación Superior Y Etdh.  Girardota;En Ejecución;2024 - 2028;1213931100,53;1
Territorio;Tecnologías De La Información Y Las Comunicaciones;Girardota,Antioquia;2024053080063;Fortalecimiento De La Gestión De La Comunicación Institucional  Girardota;Formulación;2024 - 2027;2702546829,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080062;Fortalecimiento De La Seguridad Y Convivencia Para  Girardota;En Ejecución;2024 - 2028;858209033,28;1
Territorio;Justicia Y Del Derecho;Girardota,Antioquia;2024053080061;Asistencia Diversidad Étnica   Girardota;En Ejecución;2024 - 2028;84149000,00;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080060;Cofinanciación Y Democratización Del Presupuesto Público: Gestión Con Iniciativas Ciudadanas De Interés General En   Girardota;En Ejecución;2024 - 2028;4463903884,01;1
Territorio;Salud Y Protección Social;Girardota,Antioquia;2024053080059;Fortalecimiento Del Cuidado Integral De La Salud Sexual Y Reproductiva En El Municipio De   Girardota;En Ejecución;2024 - 2028;86488608,00;1
Territorio;Tecnologías De La Información Y Las Comunicaciones;Girardota,Antioquia;2024053080058;Implementación De La Política Del Gobierno Digital Para La Administración Municipal De   Girardota;En Ejecución;2024 - 2028;20000000,00;1
Territorio;Inclusión Social Y Reconciliación;Girardota,Antioquia;2024053080057;Construcción Sede Centro De Primera Infancia Municipio De   Girardota;Viable;2024 - 2028;1811132724,00;1
Territorio;Trabajo;Girardota,Antioquia;2024053080056;Fortalecimiento Tejido Empresarial Y Solidario  Girardota;En Ejecución;2024 - 2028;1223372579,00;1
Territorio;Educación;Girardota,Antioquia;2024053080055;Prestación Y Cuidado Integral De La Seguridad Alimentaria Y Nutricional Escolar Pae  Girardota;En Ejecución;2024 - 2028;7007513237,64;1
Territorio;Salud Y Protección Social;Girardota,Antioquia;2024053080054;Implementación De Entornos Protegidos Frente A Las Enfermedades Transmisibles En El Municipio De  Girardota;En Ejecución;2024 - 2028;55029733,77;1
Territorio;Agricultura Y Desarrollo Rural;Girardota,Antioquia;2024053080053;Actualización Del Plan Agropecuario Municipal Para Un Desarrollo Sostenible Productivo Y Competitivo De  Girardota;En Ejecución;2024 - 2027;212601650,19;1
Territorio;Justicia Y Del Derecho;Girardota,Antioquia;2024053080052;Apoyo Diversidad Religiosa   Girardota;En Ejecución;2024 - 2028;78816230,00;1
Territorio;Salud Y Protección Social;Girardota,Antioquia;2024053080051;Fortalecimiento De La Gestión Integral De Los Riesgos En Salud En El Municipio De  Girardota;En Ejecución;2024 - 2028;398512621,51;1
Territorio;Inclusión Social Y Reconciliación;Girardota,Antioquia;2024053080050;Asistencia Atención Integral Población Con Discapacidad  Girardota;En Ejecución;2024 - 2028;4883056514,25;1
Territorio;Inclusión Social Y Reconciliación;Girardota,Antioquia;2024053080049;Fortalecimiento A La Atención Protección Y Garantía De Derechos A Niños Niñas Y Adolescentes.  Girardota;En Ejecución;2024 - 2028;372493324,16;1
Territorio;Justicia Y Del Derecho;Girardota,Antioquia;2024053080048;Fortalecimiento Justicia Y Equidad En Derechos  Girardota;En Ejecución;2024 - 2028;181840000,00;1
Territorio;Salud Y Protección Social;Girardota,Antioquia;2024053080047;Fortalecimiento De La Gestión Integral De La Salud Mental En El Municipio De  Girardota;En Ejecución;2024 - 2028;2303304903,06;1
Territorio;Gobierno Territorial;Girardota,Antioquia;2024053080046;Fortalecimiento En La Tecnología Para La Seguridad  Girardota;En Ejecución;2024 - 2028;534448277,75;1
Territorio;Educación;Girardota,Antioquia;2024053080045;Mantenimiento  Mejoramiento Y Actualización (Reestructuración) De La Infraestructura En Las Sedes Educativas Del Municipio De  Girardota;En Ejecución;2024 - 2028;1535177695,00;1
Territorio;Cultura;Girardota,Antioquia;2024053080044;Difusión De Los Contenidos Artísticos Y Culturales De Mercados Alternativos  Girardota;En Ejecución;2024 - 2028;2599972660,93;1
