Banco;Sector;Entidad Responsable;Bpin;Nombre Proyecto;Estado;Horizonte;Valor Total;Localizaciones
SGR;Agricultura Y Desarrollo Rural;;2025N010040001;Apoyo Socioeconomico Como Estrategia  De Seguridad Alimentaria Y Nutricional  De Las Comunidades Negras  Con Gallinas Ponedoras En El Municipio   El Bagre;Aprobado;2025 - 2025;1156118550,00;1
SGR;Gobierno Territorial;Consejo Comunitario de Nueva Esperanza;2025N008160001;Fortalecimiento De Los Planes De Etnodesarrollo Capacidades De Gobernabilidad Y Planificación Dirigido A Las Formas Y Expresiones Organizativas Narp Del Municipio De  El Bagre Antioquia;Aprobado;2025 - 2025;1349678148,00;1
SGR;Gobierno Territorial;;2025N000830001;Fortalecimiento  Integral A La Consultiva Departamental Afrodescendiente Y A Las Comunidades Representadas En Ella Para La Incidencia Y El Desarrollo Territorial En  Antioquia;Formulación;2025 - 2025;1282200057,60;1
SGR;Educación;Asociación de Comunidades Negras, Afrodescendientes, Campesinas y Desplazados del Municipio de Arboletes, Oafdear;2025N00010571;Implementación De Ruta Integral Para El Fortalecimiento De La Educación Y El Desarrollo Territorial En El Municipio De  Arboletes;Formulación;2025 - 2051;214700000,00;1
SGR;Cultura;Forma o Expresion Organizativa Herencia y Futuro;2025N00010467;Recuperación Saberes Ancestrales Festival De Literatura Cuentos Mitos Leyendas Y Aventuras En Homenaje Al Legado Del Escrito Arnoldo Palacios En El Municipio De  Cértegui;Formulación;2025 - 2025;1890720752,00;14
SGR;Comercio, Industria Y Turismo;Consejo Comunitario Martin Luther King Esperanza;2025N00010378;Generación De Medios De Vida Al Rededor Del Turismo De Naturaleza En El Consejo Comunitario Martin Luther King Esperanza 2000 En El Municipio De  Carepa;Formulación;2025 - 2025;3080804303,00;1
SGR;Cultura;Corporacion Ideas A-z;2025N00010358;Adquisición Remodelación Y Adecuación De Inmueble En El Municipio De Bello Para El Funcionamiento Del Centro Cultural Afro  Bello;Formulación;2025 - 2036;2990000000,07;1
SGR;Inclusión Social Y Reconciliación;Asociación Afrodescendientes de Necocli, Afronec;2025N00010332;Fortalecimiento De Emprendimientos De Las Comunidades Negras Raizales Y Palenqueras En El Municipio De   Necoclí;Formulación;2025 - 2025;1417700000,00;1
SGR;Trabajo;Fundación Masakhane, Caminemos Juntos;2025N00010315;Fortalecimiento De La Productividad Y Competitividad De 42 Asociaciones Negras Afrocolombianas Raizales Y Palenqueras   Medellín;Formulación;2025 - 2025;1772141525,00;1
SGR;Agricultura Y Desarrollo Rural;Asociación Afrodescendientes de Necocli, Afronec;2025N00010260;Implementación De Un Sistema De Producción Avícola Como Estrategia Para El Fomento De La Agricultura Campesina Familiar Y Comunitaria De Familias Afrodescendientes En El Municipio De   Necoclí;Formulación;2025 - 2025;2999441742,00;1
SGR;Agricultura Y Desarrollo Rural;Asociación de Mujeres Cabeza de Familia Independencia ii Barrio de Julio, Asomucafa;2025N00010243;Implementación De 150 Hectáreas De Plátano Semitecnificado Para El Mejoramiento De La Seguridad Alimentaria En Elmunicipio De Murindómurindó  Murindó;Formulación;2025 - 2025;3000000000,00;1
SGR;Salud Y Protección Social;Consejo Comunitario por la Identidad Cultural de Mandé;2025N00010239;Diseño Y Definición De Acciones En Salud Para El Fortalecimiento De Estrategias De Promoción Y Prevención De Enfermedades Prevalentes En La Comunidad Negra Del Consejo Comunitario Por La Identidad Cultural De Mandé A Través De La Identificación De Necesidades En Salud De Las Familias  Urrao;Formulación;2025 - 2025;1823560000,00;1
SGR;Agricultura Y Desarrollo Rural;Corporación Antioqueña del Medio Ambiente;2025N00010236;Implementación De Un Sistema De Producción Avícola Como Estrategia Para El Fomento De La Agricultura Campesina Familiar Y Comunitaria De Familias Afrodescendientes Del Municipio De   Nechí;Formulación;2025 - 2025;2999441742,00;1
SGR;Ambiente Y Desarrollo Sostenible;Consejo Comunitario por el Desarrollo Integral, Pdi;2025N00010224;Restauración Ecológica Y Reforestación Sostenible En Zonas Degradadas Por Acciones Antrópicas En La Comunidad De Bartolo Municipio De   Murindó;Formulación;2025 - 2025;2810439328,41;1
SGR;Trabajo;Corporación de Comunidades Negras, Afrocolombianas, Raizales y Palenqueras, Orcoplu;2025N00010222;Fortalecimiento Institucional Dotación Y Desarrollo Sostenible Para Organizaciones Negras Afrocolombianas Raizales Y Palenqueras En Antioquia: Gobernanza Identidad Cultural Y Capacidad Instalada  Antioquia;Formulación;2025 - 2032;2837079281,05;1
SGR;Comercio, Industria Y Turismo;Comunidad Afrocolombiana de Caucasia-coafrodeca;2025N00010205;Fortalecimiento Empresarial Y Desarrollo De Habilidades Económicas Para Mujeres Pertenecientes A Comunidades Afrodescendientes De  Caucasia Antioquia;Formulación;2025 - 2025;1559050798,00;1
SGR;Deporte Y Recreación;Fundación Deportiva Unión Urabá Fc en las Manos de Dios - Fduufc;2025N00010201;Implementación De Procesos Formativos En Futbol Con Un Enfoque Pedagógico E Inclusivo Que Permita No Solo El Desarrollo De Habilidades Técnicas Y Competencias Sociales Para Niños Niñas Adolescentes Y Jóvenes Del Municipio De  Turbo;Formulación;2025 - 2025;2974575183,00;1
SGR;Deporte Y Recreación;Fundación Deportiva Unión Urabá Fc en las Manos de Dios - Fduufc;2025N00010198;Implementación De Procesos Formativos En Futbol Con Un Enfoque Pedagógico E Inclusivo Que Permita No Solo El Desarrollo De Habilidades Técnicas Y Competencias Sociales Para Niños Niñas Adolescentes Y Jóvenes Del Municipio De   Turbo;Formulación;2025 - 2025;2974575183,00;1
SGR;Educación;Corporación Nelson Mandela - Cormandela;2025N00010153;Dotación Y Montaje De Aulas De Robótica Y Automatización E Implementación Del Programa De Sensibilización Científica Para Los Estudiantes De 5 A 11 Grado Como Instrumento Para La Democratización De La Ciencia Y El Conocimiento En La Institución Educativa Ie Rodrigo Arenas Betancur  Medellín;Formulación;2025 - 2025;545797403,00;1
SGR;Educación;Consejo Comunitario Martin Luther King Esperanza;2025N00010152;Dotación  Y Montaje De Aulas De Robótica Y Automatización E Implementación Del Programa De Sensibilización Científica Para Los Estudiantes De 5 A 11 Grado Como Instrumento Para La Democratización De La Ciencia Y El Conocimiento En La Institución Educativa I.E Luis Carlos Galán Sarmiento En Carepa - Antioquia  Carepa;Formulación;2025 - 2025;569361830,00;1
SGR;Agricultura Y Desarrollo Rural;Fundación de Comunidades Negras, Afrocolombianas, Raizales y Palenqueras Etnosalud Afro. Etnosaludafro;2025N00010048;Implementación Sistema Agroecológico Para La Producción De Cacao Plátano Y Aguacate Papelillo En Medellín Antioquia.  Medellín;Formulación;2025 - 2025;3000000000,00;1
SGR;Transporte;Resguardo Indígena Hermegildo Chakiama;2025I00010059;Construcción De Pavimento Rígido En La Vía De Acceso Al Resguardo Indígena Hermeregildo Chakiama Del Municipio De Ciudad Bolívar Departamento De  Antioquia;Formulación;2025 - 2025;11006559238,00;1
SGR;Vivienda, Ciudad Y Territorio;Resguardo Indígena Zenu los Almendros;2025I00010010;Construcción De Unidades Sanitarias Con Saneamiento Básico Para Vivienda Rural Dispersa En El Resguardo Indígena Senú Los Almendros Municipio De  San Juan De Urabá;Formulación;2025 - 2025;1576883993,00;1
SGR;Ambiente Y Desarrollo Sostenible;Resguardo Indígena el Volao;20253201010004;Recuperación Y Conservación De Áreas De Importancia Ambiental Y Sus Servicios Ecosistémicos En El Resguardo Indigena Zenu De El Volao Municipio De   Necoclí Antioquia;Formulación;2025 - 2026;6426643728,00;1
SGR;Transporte;Corporación Autónoma Regional del Río Grande de la Magdalena - Cormagdalena - Transporte;20252401060009;Instalación De Embarcaderos Fluviales Flotantes En Los Municipios Ribereños De La Jurisdicción De Cormagdalena Nacional  Nacional;Formulación;2025 - 2025;21505032304,78;12
SGR;Ambiente Y Desarrollo Sostenible;Corporación Autónoma Regional del Río Grande de la Magdalena - Cormagdalena - Transporte;20252401060005;Fortalecimiento Integral De La Gestión Ambiental Sostenible Y Aprovechamiento Responsable De Recursos Naturales Para La Protección Y Conservación De La Cuenca Del Río   Magdalena;Formulación;2025 - 2026;10220468070,00;18
Territorio;Gobierno Territorial;Región de Administrativa y de Planificación – Rap del Agua y la Montaña;20251400490001;Conformación De Comisiones Multisectoriales (Público Privado Academia Agropecuario Inmobiliario Etc.) Para La Gestión De Proyectos De  Antioquia Caldas;Viable;2025 - 2025;722000000,00;2
SGR;Vivienda, Ciudad Y Territorio;Yondó,Antioquia;20251301010681;Optimización Sistema De Acueducto Veredal Para La Vereda San Luis Beltrán Ubicada En El Municipio De  Yondó Antioquia;Formulación;2025 - 2025;3235268862,00;1
SGR;Deporte Y Recreación;Caucasia,Antioquia;20251301010659;Construcción Y Dotación Del Estadio Las Malvinas Con Gramilla Natural Y Con Gradería Cubierta En El Municipio De Caucasia Antioquia  Caucasia;Formulación;2025 - 2025;12760133031,53;1
SGR;Gobierno Territorial;Yondó,Antioquia;20251301010657;Construcción Obras De Protección Lateral Sobre El Margen Izquierdo Del Rio Magdalena Como Protección En Eventos De Inundación En Las Veredas El Dique Y Puerto Casabe Del Municipio De Yondó Departamento De Antioquia   Yondó;Formulación;2025 - 2025;24,00;1
SGR;Agricultura Y Desarrollo Rural;Consejo Comunitario de Nueva Esperanza;20251301010616;Fortalecimiento De Las Capacidades De Producción Como Alternativa Para La Generación De Ingresos La Reactivación Económica Y La Seguridad Y Soberanía Alimentaria De Población Narp  Del Municipio De El Bagre   Antioquia;Formulación;2025 - 2025;11364317928,20;1
SGR;Agricultura Y Desarrollo Rural;Cabildo Mayor de Mutatá;20251301010608;Implementación De Granjas Productivas De Hortalizas Y Avicultura Con Enfoque Familiar Y Socio Empresarial En Los Núcleos Veredales Del Cabildo Mayor Indígena De  Mutatá;Formulación;2025 - 2025;11607884986,00;1
SGR;Agricultura Y Desarrollo Rural;Comunidad Afrocolombiana de Caucasia-coafrodeca;20251301010575;Fortalecimiento De Las Capacidades De Producción Como Alternativa Para La Generación De Ingresos La Reactivación Económica Y La Seguridad Y Soberanía Alimentaria De Población Narp Del Municipio De Caucasia   Antioquia;Formulación;2025 - 2025;12587876810,71;1
SGR;Tecnologías De La Información Y Las Comunicaciones;Remedios,Antioquia;20251301010570;Implementación De Zonas Digitales De Acceso Público Gratuito En El Municipio De Remedios De La Subregión Bajo Cauca Y Nordeste Antioqueño Del Departamento De   Antioquia;Formulación;2025 - 2026;6837633221,00;1
SGR;Ambiente Y Desarrollo Sostenible;Zaragoza,Antioquia;20251301010561;Implementación De Acciones Para La Mitigacion De Gases De Efecto Invernadero En Areas Localizadas En Zona Rural Del Municipio De  Zaragoza Antioquia;Formulación;2025 - 2025;8502875202,00;1
SGR;Transporte;Mutatá,Antioquia;20251301010550;Mejoramiento De Vias Terciarias En Los Municipios De Apartadó Carepa Chigorodó Y Mutatá  Antioquia;Formulación;2025 - 2026;61098922654,00;4
SGR;Vivienda, Ciudad Y Territorio;Mutatá,Antioquia;20251301010546;Construcción Del Sistema De Acueducto Del Corregimiento De Caucheras Del Municipio De  Mutatá Antioquia;Formulación;2025 - 2025;13925302557,00;1
SGR;Tecnologías De La Información Y Las Comunicaciones;Turbo,Antioquia;20251301010533;Implementación De Zonas Wifi Para Acceso Al Público A Todas Las Plataformas De Interés Con El Servicio Gratuito De Internet En Las Zonas Rurales Del Distrito De Turbo En El Departamento De  Antioquia;Formulación;2025 - 2028;77091889845,46;1
SGR;Transporte;Resguardo Indígena Zenu de Pablo Muera;20251301010521;Mejoramiento  De Vía Terciaria Mediante Pavimento Rígido  Para Zonas Productivas De La Vía Que Conduce Al Resguardo Indigena Zenú Pablo Muera Del Municipio De Zaragoza  Antioquia;Formulación;2025 - 2025;15046923225,00;1
SGR;Agricultura Y Desarrollo Rural;Asociación Afrodescendientes de Necocli, Afronec;20251301010517;Implementación De Un Sistema De Producción Avícola Como Estrategia Subregional Para El Fomento De La Agricultura Campesina Familiar Y Comunitaria De 200 Familias Afrodescendientes Del Municipio De  Necoclí;Formulación;2025 - 2025;7318187423,00;1
SGR;Tecnologías De La Información Y Las Comunicaciones;Carepa,Antioquia;20251301010515;Implementación De Zonas Digitales De Acceso Público Gratuito En El Municipio De Carepa De La Subregión Urabá Antioqueño Del Departamento De   Antioquia;Formulación;2025 - 2026;6793428674,00;1
SGR;Transporte;Tarazá,Antioquia;20251301010513;Construcción De Pavimento Rígido En El Corregimiento De Puerto Antioquia Zona Rural Del Municipio De Tarazá  -   Antioquia;Formulación;2025 - 2025;3025542237,00;1
SGR;Transporte;Segovia,Antioquia;20251301010512;Construcción De Pavimento Rígido De La Vía Que Comunica Al Corregimiento De Fraguas (Machuca) Zona Rural Del Municipio De Segovia Departamento De  Antioquia;Formulación;2025 - 2025;11121438157,93;1
SGR;Agricultura Y Desarrollo Rural;Consejo Comunitario Mayor de la Asociacion Campesina Integral de Atrato Cocomacia;20251301010495;Implementación De Cultivos Agroforestales Con Cacao Plátano Y Forestales Dentro De Los Territorios Colectivos De Cocomacia En Los Municipios De Medio Atrato Bojaya Vigia Del Fuerte Y   Murindó;Formulación;2025 - 2026;22399776363,00;4
SGR;Comercio, Industria Y Turismo;El Bagre,Antioquia;20251301010478;Implementación De Estrategias Que Permitan Mejorar La Productividad Rentabilidad Y Sostenibilidad Ambiental De Las Unidades Productivas Agroindustriales De Población Víctima De La Violencia En Los Municipios De  El Bagre Cáceres Caucasia;Formulación;2025 - 2026;51000000000,00;3
SGR;Tecnologías De La Información Y Las Comunicaciones;Amalfi,Antioquia;20251301010475;Mejoramiento De Las Competencias Digitales En Instituciones Educativas Del Municipio De Amalfi Departamento De  Antioquia;Formulación;2025 - 2025;8584662502,00;1
SGR;Tecnologías De La Información Y Las Comunicaciones;San Pedro de Urabá,Antioquia;20251301010451;Implementación Del Acceso A Internet En Todos Los Nucleos Veredales Con El Objetivo De Disfrutar De Una Conexión De Internet En El Municipio De   San Pedro De Urabá;Formulación;2025 - 2025;11753486835,00;1
SGR;Vivienda, Ciudad Y Territorio;Tarazá,Antioquia;20251301010444;Construcción Del Sistema De Alcantarillado En El Corregimiento De La Caucana Municipio De  Tarazá Antioquia;Formulación;2025 - 2025;17305271316,22;1
SGR;Vivienda, Ciudad Y Territorio;Murindó,Antioquia;20251301010415;Construcción De Sistemas De Acueducto Para Las Veredas Bella Luz Campo Alegre Y Opogadó Pertenecientes Al Municipio De   Murindó Antioquia;Formulación;2025 - 2025;17950991474,00;1
SGR;Gobierno Territorial;Vigía del Fuerte,Antioquia;20251301010412;Fortalecimiento De Las Capacidades Técnicas Y Organizacionales De Los Consejos Comunitarios Asociaciones De Mujeres Y Mesas De Víctimas De Vigía Del Fuerte Bojayá Y Murindó Para Consolidación De Una Cultura De Paz Reconciliación Y Cohesión Territorial  Vigía Del Fuerte Murindó Bojayá;Formulación;2025 - 2025;8021349676,00;3
SGR;Agricultura Y Desarrollo Rural;Yondó,Antioquia;20251301010397;Apoyo A Los Programas De Seguridad Alimentaria En El Municipio De  Yondó Antioquia;Formulación;2025 - 2025;2200000000,00;1
SGR;Agricultura Y Desarrollo Rural;Resguardo Indígena Caimán Nuevo;20251301010391;Apoyo Establecimiento De Cacao A Través De Un Sistema Silvoagricola Asociado Con Plátano Y Coco De Las Familias Gunadule Del Resguardo Indígena Caimán Nuevo De   Necoclí Antioquia;Formulación;2025 - 2025;8283819558,00;1
SGR;Ciencia, Tecnología E Innovación;Caucasia,Antioquia;20251301010390;Construcción  Infraestructura Tecnológica De Una Red De Telecomunicaciones Inalámbricas De Alta Velocidad Y Aulas Inteligentes Para Eldesarrollo De Software E Inteligencia Artificial De Las Instituciones Públicas Rurales Del Municipio De Caucasia Departamento De Antioquiacaucasiatech  Caucasia;Formulación;2025 - 2028;30200000000,00;1
SGR;Transporte;Chigorodó,Antioquia;20251301010389;Construcción En Pavimento Rígido En La Vereda Remigio Para Mejorar La Conectividad Vial De Todos Y Todas En El Municipio De  Chigorodó;Formulación;2025 - 2025;9451937658,00;1
SGR;Tecnologías De La Información Y Las Comunicaciones;Ituango,Antioquia;20251301010381;Implementación De Tecnologías Digitales Para Aprender En Las Instituciones Educativas Oficiales En Ituango Zaragoza Nechí San Pedro De Urabá Y Carepa Del Departamento De  Antioquia;Formulación;2025 - 2025;39364007276,00;5
SGR;Minas Y Energía;Caucasia,Antioquia;20251301010380;Apoyo Financiero A La Conexión Del Servicio De Gas Por Redes De La Red Interna Domiciliaria Y Centro De Medicion Inteligente  Para Los Usuarios De Menores Ingresos De Las Malvinas En El Municipio De   Caucasia;Formulación;2025 - 2025;6602886747,00;1
SGR;Transporte;Antioquia;20251301010371;Mejoramiento Del Corredor Vial San Pedro De Urabá - El Carmelo - El Tambito En El Municipio De San Pedro De Urabá Del Departamento De  Antioquia;Formulación;2025 - 2025;7058803765,00;1
SGR;Transporte;Antioquia;20251301010370;Mejoramiento Del Corredor Vial Yondó  Cantagallo Etapa Ii En El Municipio De Yondó Del Departamento De  Antioquia;Formulación;2025 - 2026;75046376240,00;1
SGR;Transporte;Nechí,Antioquia;20251301010369;Construcción De Pavimento En La Vía Caño Pescado A La Espiga Del Municipio De Nechí -Departamento De   Antioquia;Formulación;2025 - 2026;21732911195,07;1
SGR;Tecnologías De La Información Y Las Comunicaciones;Mutatá,Antioquia;20251301010355;Implementación De Zonas Digitales De Acceso Público Gratuito En El Municipio De Mutatá De La Subregión Urabá Antioqueño Del Departamentode  Antioquia;Formulación;2025 - 2026;6864398984,00;1
SGR;Transporte;Turbo,Antioquia;20251301010353;Mejoramiento De Vías Terciarias Mediante Construcción De Placa Huella En Zonas Rurales Del Distrito De Turbo   Antioquia;Formulación;2025 - 2025;8789113319,00;1
SGR;Transporte;Apartadó,Antioquia;20251301010348;Construcción De Obras Viales Para Mejorar La Conectividad De Nuestras Comunidades Negras De Puerto Girón Zona Rural Del Municipio De   Apartadó Antioquia;Formulación;2025 - 2025;10425971420,00;1
SGR;Tecnologías De La Información Y Las Comunicaciones;Necoclí,Antioquia;20251301010347;Implementación De Zonas Digitales De Acceso Público Gratuito En El Municipio De Necoclí De La Subregión Urabá Antioqueño Del Departamento De   Antioquia;Formulación;2025 - 2026;9486896733,00;1
SGR;Transporte;Dabeiba,Antioquia;20251301010341;Mejoramiento De Vías Terciarias Para La Paz En El Municipio De Dabeiba Departamento De   Antioquia;Formulación;2025 - 2025;27040534573,43;1
SGR;Transporte;Necoclí,Antioquia;20251301010339;Mejoramiento De La Via Terciaria Que Conduce Desde La Vereda La Changa Hacia La Vereda Santa Rosa De Los Palmares En El Municipio De   Necoclí Antioquia;Formulación;2025 - 2025;24998736982,40;1
SGR;Gobierno Territorial;Murindó,Antioquia;20251301010333;Rehabilitación Del Canal De Circulación Del Rio Murindó Mediante El Destronque Limpieza Y Extracción De Sedimentos En El Municipio De Murindó  Antioquia;Formulación;2025 - 2025;33148534810,30;1
SGR;Salud Y Protección Social;Consejo Comunitario Martin Luther King Esperanza;20251301010322;Fortalecimiento  De La Medicina Ancestral Senú Para El Cuidado Integral De La Salud En El Municipio De   Carepa;Formulación;2025 - 2025;1200000000,00;1
SGR;Agricultura Y Desarrollo Rural;Yondó,Antioquia;20251301010307;Mejoramiento De La Capacidad Pesquera Artesanal En El Municipio De  Yondó Antioquia;Formulación;2025 - 2025;31305249,00;1
SGR;Agricultura Y Desarrollo Rural;Vigía del Fuerte,Antioquia;20251301010305;Fortalecimiento De La Cadena Productiva De Caña En Pequeñas Y Medianas Unidades Agricolas Del Municipio De Vigía Del Fuerte Del Departamento De  Antioquia;Formulación;2025 - 2026;23315928463,00;1
SGR;Vivienda, Ciudad Y Territorio;Yondó,Antioquia;20251301010295;Construcción De Sistema De Acueducto Rural Para La Vereda Yondó Nuevo Ubicada En El Municipio De  Yondó;Formulación;2025 - 2025;4121080890,00;1
SGR;Transporte;Necoclí,Antioquia;20251301010292;Mejoramiento De La Vía Terciaria En La Zona Rural Que Conduce Desde La Vereda El Bobal Hacia La Vereda El Carito En El Municipio De Necoclí Departamento De   Antioquia;Formulación;2025 - 2025;24297798046,86;1
SGR;Agricultura Y Desarrollo Rural;Murindó,Antioquia;20251301010282;Incremento De La Productividad Y Competitividad De Las Areas Cultivadas Con Arroz Por Pequeños Productores Del Municipio  Murindó;Formulación;2025 - 2025;9287765731,00;1
SGR;Gobierno Territorial;Anorí,Antioquia;20251301010280;Fortalecimiento De Las Capacidades Técnicas Y Organizacionales De Las Juntas De Acción Comunal Y Mesas De Víctimas De Briceño Anorí Y Valdivia Para Consolidar Los Procesos De Reconciliación Memoria Histórica Y Cohesión Territorial.  Anorí Valdivia Briceño;Formulación;2025 - 2025;13426489244,00;3
SGR;Comercio, Industria Y Turismo;El Bagre,Antioquia;20251301010279;Fortalecimiento De Las Condiciones Comerciales Y Empresariales De Las Unidades Productivas De La Población Victima Del Conflicto Armado En Los Municipios De El Bagre Cáceres Y Caucasia Del Departamento De   Antioquia;Formulación;2025 - 2025;51000000000,00;3
SGR;Comercio, Industria Y Turismo;Apartadó,Antioquia;20251301010272;Implementación De Estrategias Que Permitan Mejorar La Productividad Rentabilidad Y Sostenibilidad Ambiental De Las Unidades Productivas Agroindustriales De Población Víctima De La Violencia En El Municipio De  Apartadó;Formulación;2025 - 2026;21000000000,00;1
SGR;Comercio, Industria Y Turismo;Chigorodó,Antioquia;20251301010271;Implementación De Estrategias Que Permitan Mejorar La Productividad Rentabilidad Y Sostenibilidad Ambiental De Las Unidades Productivas Agroindustriales De Población Víctima De La Violencia En El Municipio De  Chigorodó;Formulación;2025 - 2026;51500000000,00;1
SGR;Gobierno Territorial;Briceño,Antioquia;20251301010240;Fortalecimiento De Las Capacidades Técnicas Y Organizacionales De Las Juntas De Acción Comunal Y Mesas De Víctimas De Briceño Anorí Y Valdivia Para Consolidar Los Procesos De Reconciliación Memoria Histórica Y Cohesión Territorial En El Departamento De  Antioquia;Formulación;2025 - 2025;13555631244,00;3
SGR;Tecnologías De La Información Y Las Comunicaciones;Acandí,Chocó;20251301010238;Implementación De Tecnologías Digitales Para Aprender En Las Instituciones Educativas Oficiales En Los Municipios De Acandí Chocó Y Murindó  Murindó Antioquia;Formulación;2025 - 2025;13276336323,00;2
SGR;Ambiente Y Desarrollo Sostenible;Ituango,Antioquia;20251301010201;Implementación De Acciones Para La Mitigación De Gases De Efecto Invernadero En Áreas Localizadas En Zona Rural De Los Municipios De  Cáceres Ituango Antioquia;Formulación;2025 - 2025;7194401712,00;2
SGR;Transporte;Turbo,Antioquia;20251301010193;Mejoramiento Y Construcción De Obras Complementarias Sobre La Vía Pr14+500 Código 6201 - Vereda La Pola - Puerto Escondido - Puertocesar - La Playita Del Municipio De Turbo  Antioquia;Formulación;2025 - 2026;48852645468,00;1
SGR;Agricultura Y Desarrollo Rural;Nechí,Antioquia;20251301010175;Fortalecimiento De La Cadena Productiva Del Cacao Como Motor De Desarrollo Sostenible Agroforestal Para Las Familias Rurales Del Municipio De Nechí  Antioquia;Formulación;2025 - 2026;13028672000,00;1
SGR;Agricultura Y Desarrollo Rural;Organización de Étnias Afrodescendientes de Nuevo Tay, Afrotay;20251301010169;Implementación De Un Sistema De Producción Acuícola Sostenible Como Herramienta De Fomento De La Agricultura Campesina De Familias Afrodescendientes De La Subregión Pdet Bajo Cauca Y Nordeste Antioqueño En Los Municipios De  Nechí Cáceres El Bagre Caucasia;Formulación;2025 - 2025;27797441614,01;4
SGR;Agricultura Y Desarrollo Rural;Asociación Afrodescendientes de Necocli, Afronec;20251301010168;Implementación De Un Sistema De Producción Avícola Como Estrategia Subregional Para El Fomento De La Agricultura Campesina Familiar Y Comunitaria De 366 Familias Afrodescendientes De Los Municipios De Necoclí Turbo Y Apartado De La Subregión Pdet Del Uraba Antioqueño  Nechí El Bagre Cáceres;Formulación;2025 - 2025;11183311633,28;3
SGR;Transporte;Necoclí,Antioquia;20251301010166;Mejoramiento En Vías Terciarias Para Aumentar La Conectividad Rural Y Contribuir A Una Paz Estable Y Duradera En Zona Rural Del Municipio De   Necoclí Antioquia;Formulación;2025 - 2025;18577326198,00;1
SGR;Transporte;Apartadó,Antioquia;20251301010162;Mejoramiento De Vias Rurales En El Corregimiento De San José Comunidad De Paz Para Mejorar El Desplazamiento De La Población Desarrollo Rural Y Construcción De Una Paz Estable Y Duradera En El Municipio De   Apartadó Antioquia;Formulación;2025 - 2025;31514549488,00;1
SGR;Agricultura Y Desarrollo Rural;Caucasia,Antioquia;20251301010155;Implementación De Granjas Productivas Con Enfoque Agroecológico Para Seguridad Alimentaria Y Nutricional Que Generen Ingresos A Las Familias Con La Comercialización De Los Excedentes De Los Productos Cosechados En Comunidades Rurales De Caucasia   Antioquia;Formulación;2025 - 2025;17596521808,00;1
SGR;Agricultura Y Desarrollo Rural;Anorí,Antioquia;20251301010145;Fortalecimiento Del Cultivo De Café A Pequeños Productores En El Municipio De  Anorí Antioquia;Formulación;2025 - 2026;17434332493,14;1
SGR;Transporte;Apartadó,Antioquia;20251301010144;Construcción De Pavimento Rígido Para El Mejoramiento De Vías En Zona Rural Del Municipio De   Apartadó Antioquia;Formulación;2025 - 2025;10696219730,00;1
SGR;Transporte;San Pedro de Urabá,Antioquia;20251301010132;Mejoramiento De La Capa De Rodadura De La Vía Terciaria Caracolí  Betania  La Ceiba En El Municipio De San Pedro De Urabá  Antioquia;Formulación;2025 - 2025;13384451841,00;1
SGR;Transporte;Anorí,Antioquia;20251301010122;Mejoramiento En El Tramo De Vía Anorí - San Isidro En El Municipio De Anorí Departamento De  Antioquia;Formulación;2025 - 2025;9503263099,78;1
SGR;Agricultura Y Desarrollo Rural;Murindó,Antioquia;20251301010113;Optimización Del Proceso De La Cadena Productiva Del Cacao Como Producto Diferenciador Y De Alto Potencial De Desarrollo Para Las Familias Del Municipio De  Murindó;Formulación;2025 - 2026;39330996640,98;1
SGR;Agricultura Y Desarrollo Rural;Briceño,Antioquia;20251301010107;Fortalecimiento Del Cultivo Del Café A Pequeños Productores En Los Municipios De  Ituango Briceño;Formulación;2025 - 2026;35956761662,51;2
SGR;Transporte;Chigorodó,Antioquia;20251301010098;Construcción En Pavimento En Vías Rurales Para Mejorar La Conectividad Vial Y Contribuir A Una Paz Estable Y Duradera En El Municipio De   Chigorodó Antioquia;Formulación;2025 - 2025;20186916941,00;1
SGR;Transporte;Ituango,Antioquia;20251301010078;Mejoramiento De Capa De Rodadura De La Vía Ituango - La Granja - Santa Rita En El Municipio De Ituango   Antioquia;Formulación;2025 - 2026;36044203970,00;1
SGR;Transporte;Mutatá,Antioquia;20251301010077;Mejoramiento De La Vía Mutatá - Pavarando Grande En El Municipio De Mutatá   Antioquia;Formulación;2025 - 2026;76822099439,00;1
SGR;Minas Y Energía;Segovia,Antioquia;20251301010071;Implementación Sistemas Fotovoltaicos En Las Zonas Rurales Del Municipio De  Segovia Antioquia;Formulación;2025 - 2025;12651905708,00;1
SGR;Transporte;Yondó,Antioquia;20251301010030;Mejoramiento De La Vía Terciaria Que Conduce Desde La Ruta Del Cacao Sector Yondó Hasta El Corregimiento De San Miguel Del Tigre Del Municipio De  Yondó;Formulación;2025 - 2025;14715481316,00;1
SGR;Transporte;Anorí,Antioquia;20251301010027;Mejoramiento De La Via Terciaria Que Comunica El Tramo Anorí A La Vereda San Isidro Del Municipio De Anorí Departamento De  Antioquia;Formulación;2025 - 2025;15547486228,45;1
SGR;Transporte;Zaragoza,Antioquia;2025058950004;Construcción De 1km En Placa Huella De La Vía Vereda Los Chivos Que Conduce Hasta Vereda Pato Zona Rural Del Municipio De  Zaragoza Antioquia;En Ejecución;2025 - 2025;2176437118,10;1
SGR;Transporte;Zaragoza,Antioquia;2025058950003;Construcción De Pavimento Rígido En El Barrio San Gregorio Y Sectores Calle Nueva Y El Ara Ubicados En La Zona Urbana Del Municipio De  Zaragoza Antioquia;En Ejecución;2025 - 2025;6073732114,62;1
